authorMeta/fans,authorMeta/name,collectCount,commentCount,createTimeISO,diggCount,isSponsored,locationMeta/city,locationMeta/locationName,shareCount,text,videoMeta/duration,webVideoUrl,playCount,brand
33600,forecoffee.id,3,0,21/07/2025 09.13,38,False,Unknown,Unknown,5,"Ada aja cara hemat dari @blubybcadigital , buat jajan kopi authentic nya Fore di tengah bulan dengan Diskon 40% ????

??Diskon berlaku dari tanggal 19-22 Juli 2025 dengan syarat dan ketentuan:
?  ?Berlaku untuk setiap transaksi dengan metode pembayaran blu
?  ??Berlaku untuk semua menu kecuali merchandise
?  ??Berlaku hanya untuk pembelian melalui aplikasi Fore Coffee App
?  ??Maksimal potongan Rp 40K dan minimal pembelian Rp 40K
?  ??Kuota terbatas

Gimana hematkan? ??
Buruan share postingan ini dan ajak teman-teman kamu untuk jajan lewat aplikasi Fore karena kuota terbatas

#ForeCoffee #MovingFOREward",24,https://www.tiktok.com/@forecoffee.id/video/7529352528870264071,3022,Fore Coffee
7383,benonlinefriend,2,9,02/08/2025 19.29,92,False,Unknown,Unknown,0,the power of a coffee when working... in a cafe,15,https://www.tiktok.com/@benonlinefriend/video/7533964208866610439,398,Fore Coffee
14400,foresthreecoffeeofficial,17,12,04/03/2024 09.40,693,False,Jakarta,"Foresthree Coffee & Kitchen, Cilandak",10,"Partner kerja ?
Partner hidup ?

#forethreecoffe #coffee #trend #baper #fyp #coffeshop ",27,https://www.tiktok.com/@foresthreecoffeeofficial/video/7342332549206789381,28400,Fore Coffee
978,fores.coffe,6,10,16/09/2021 08.08,108,False,Unknown,Unknown,1,#foryou #explor #fyp? #fyp #?????? #?????????? #?????_??????_????_?????? #??????_?????? #???????,17,https://www.tiktok.com/@fores.coffe/video/7008332271656668418,1493,Fore Coffee
14000,anjanaa.olahannan,5,22,23/07/2025 22.06,221,False,Unknown,Unknown,4,This is your sign to go get yourself @Ready Coffee #coffeedrink #fyp #trending #readycoffee #stormking #foryoupage #coffeideas ,49,https://www.tiktok.com/@anjanaa.olahannan/video/7530294012050214158,1751,Fore Coffee
47,fordaicedcoffee,1,0,17/03/2025 19.00,4,False,Unknown,Makati,0,Pamper yourself @?????????? ???? ???????????? #headspa #footreflexologymassage #pamper #selfcare,16,https://www.tiktok.com/@fordaicedcoffee/video/7482747096295099664,247,Fore Coffee
5703,skincarepopuler88,22,21,13/04/2025 16.18,243,False,Jambi City,Fore Coffee - Sipin Jambi,31,in HP We Trust. Semoga besok FORE IPO DAY ARA ??. #capcut #JJCapCut #ipo #iposaham #saham #ipofore #foreipo #fore #kopi #stock #akuinvestorsaham #henan #henansekuritas #fyppppppppppppppppppppppp #munculberanda #coffee #stecu #idxchannel ,21,https://www.tiktok.com/@skincarepopuler88/video/7492724626087284023,11300,Fore Coffee
1153,emayrla_,0,1,30/01/2024 18.38,4,False,Unknown,Unknown,0,Review review review ?? #fyp #viral #coffee #fore ,28,https://www.tiktok.com/@emayrla_/video/7329854349507661062,1088,Fore Coffee
1999,husseinarfaa,5,8,27/05/2025 14.53,244,False,Unknown,Unknown,1,"????
#coffeeoftheday? #latteart #coffeeart #coffeesesh #coffeetime #latteart #BaristaDaily #BaristaLife #ArtisanalCoffee #barista  #ArtistsforBaristas #BeanJuice #LiquidHappiness #SpecialityCoffee #barista #BaristaLife #BaristaDaily #latte #latteart #latteartgram #flatwhite #lacimbalim100 #drink #drinking  #cafelife #espresso #coffee #coffeetime #freepour #coffeelover #coffeelove #cappuccino #coffeegram #coffeesesh  #coffeeart #coffeeoftheday #caffeine",18,https://www.tiktok.com/@husseinarfaa/video/7509030477274074386,4333,Fore Coffee
33600,forecoffee.id,6,8,30/07/2025 17.36,96,False,Unknown,Unknown,33,"Mau ngopi enak tapi kantong tetap aman di akhir bulan? Bisa banget!

Cuma di aplikasi Fore, ada promo Buy 1 Get 1 untuk menu  Fore favoritmu ?? 

Jangan sampai kehabisan! Promo ini hanya berlaku pada 31 Juli 2025 aja loh! Cek ketentuannya ??

*S&K berlaku: 
Berlaku untuk semua menu minuman dan Fore Deli
Berlaku untuk pemesanan pick-up dan delivery via aplikasi Fore Coffee
Kuota terbatas

Buruan tag teman atau keluarga  kamu yang mau diajak ngeFORE hemat  bareng besok ??

#ForeCoffee #MovingFOREward",25,https://www.tiktok.com/@forecoffee.id/video/7532821986943225096,4620,Fore Coffee
7272,luluzaharanii,5,4,03/06/2025 13.00,163,False,Unknown,Unknown,2,"Zemangattt 

#mahasiswa #komunikasi #fyp #fypage #fore #coffee ",16,https://www.tiktok.com/@luluzaharanii/video/7511599056993504518,4743,Fore Coffee
121,starwiy.7777,0,0,26/06/2025 20.10,16,False,Unknown,Unknown,0,"Fire coffe ????

#coffee #fyp #rek #video #barista #movie #uzbekistan #life #tiktok ",15,https://www.tiktok.com/@starwiy.7777/video/7520244683876994322,466,Fore Coffee
174,leescoffeehouse,3,2,06/08/2025 00.38,87,False,Unknown,Unknown,0,Churro frappe???? #coffeeshop #coffee #barista #coffeehouse #leescoffeehouse ,22,https://www.tiktok.com/@leescoffeehouse/video/7535157064755186974,850,Fore Coffee
1236,adaapateam,6,0,03/03/2024 16.01,65,False,Unknown,Unknown,20,Fore coffee buka di nangor!! siapa nih yang udah mampir ke sini? #fyp #viral #xyzbca #fore ,11,https://www.tiktok.com/@adaapateam/video/7342059817378368774,6358,Fore Coffee
3167,tasikasikfood,5,0,08/07/2025 14.04,48,False,Tasikmalaya City,Fore Coffee - Yudanegara,3,"orang tasik ke sini aja, fore coffee yang ada di jl. yudanegara yaa #yukgaskeun #tasikasikfood #tasikasik #tasik #tasikmalaya #fore #forecoffee #forecoffeetasik ",21,https://www.tiktok.com/@tasikasikfood/video/7524603336604060936,1902,Fore Coffee
1239,ardinygagola,33,7,14/05/2025 17.57,319,False,Manado,"Fore Coffee, Tikala",66,"fore di sore hari ternyata setenang dan seadem itu hihi ?????
.
.
??Fore Coffee, Tikala
 #cafe #aesthetic #forecoffee #manado ",16,https://www.tiktok.com/@ardinygagola/video/7504253834840018182,8753,Fore Coffee
1699,itsmecomel09,2,4,26/05/2025 11.38,242,False,Denpasar City,"Fore Coffee, Simpang Enam Teuku Umar",4,"????? 
#fyp? #CapCut #forecoffee ",15,https://www.tiktok.com/@itsmecomel09/video/7508609136167243064,8610,Fore Coffee
28,boucheemarche.lb,0,2,02/07/2025 22.33,22,False,Unknown,Unknown,3,"But first,..Coffee ??",16,https://www.tiktok.com/@boucheemarche.lb/video/7522507998510566674,763,Fore Coffee
631,pakedulubarungerti.id,3,2,20/03/2025 21.14,37,False,Jambi City,Fore Coffee - Sipin Jambi,5,?? tempat nongkrong baru anak jambi ?? 1L cukup buat push ML #forecoffee #jambi #fyp ,11,https://www.tiktok.com/@pakedulubarungerti.id/video/7483894772428574007,9281,Fore Coffee
51,forecoffeesg,12,2,13/03/2024 09.50,125,False,Unknown,Unknown,3,"Swifties, the Eras Tour Fore Coffee journey continues! ?? Part 2! 

Relive your later eras with the perfect Fore Coffee match (Watch till the end) Which era are you feeling today? ??

#ForeCoffeeSG #Swifties #ErasTour #SGconcert",25,https://www.tiktok.com/@forecoffeesg/video/7345674926768131330,3199,Fore Coffee
913,buttercreamlattee1,4,0,22/06/2025 17.08,56,False,Unknown,Unknown,26,,21,https://www.tiktok.com/@buttercreamlattee1/video/7518713612949540101,999,Fore Coffee
7880,wadaizahra,7,4,26/07/2025 20.36,70,False,Banjarmasin,"Fore Coffee, Hasan Basri Banjarmasin",4,Malam mingguan kamii ???? #fyp #fore #forecoffee ,36,https://www.tiktok.com/@wadaizahra/video/7531384075194600712,2127,Fore Coffee
913,buttercreamlattee1,0,1,09/02/2025 11.40,25,False,Unknown,Unknown,4,#lipsync #liriklagu #lyricsvideo ,22,https://www.tiktok.com/@buttercreamlattee1/video/7469274683507051782,435,Fore Coffee
36,ram.coffee.house,1,3,03/08/2025 09.53,7,False,Unknown,Moalboal,6,Its coffee time #coffeeshop #coffeeaddict #coffee #coffeetime #fy #fypage #fyp?? #highlightfollowers #moalboalcebu ,20,https://www.tiktok.com/@ram.coffee.house/video/7534186877235055888,146,Fore Coffee
255,ofeecoffee,1,0,21/07/2024 20.45,21,False,Unknown,Unknown,8,??????,17,https://www.tiktok.com/@ofeecoffee/video/7394084851625905414,4588,Fore Coffee
51,forecoffeesg,1,1,11/11/2023 09.44,130,False,Singapore,Bugis Junction,3,"Joined the trend at our brand-new store! ?? ??Bugis Junction L1, Victoria St, Singapore

#afterthestorm #walkingtrend #tiktoksg #singapore #ForeSingapore #bugisjunctionsingapore ",15,https://www.tiktok.com/@forecoffeesg/video/7300029989066525954,4248,Fore Coffee
4073,alwayscoffee.monywacafe,5,2,16/06/2025 15.58,527,False,Unknown,Unknown,24,Coffee Chill Time ???? #alwayscoffee #coffeeshopfrommonywa #DaytimeChill #coffeetime #coffee #cafe #coffeeandchill #alwayscoffeemonywa #specialtycoffeefrommyanmar #???????????????????? #cafehopping ,14,https://www.tiktok.com/@alwayscoffee.monywacafe/video/7516469043931401480,9948,Fore Coffee
33600,forecoffee.id,0,2,02/08/2025 15.14,43,False,Unknown,Unknown,0,"Weekend kemarin seru-seruan bareng @gozoooscooter ????

Mulai dari ngobrolin motor kesayangan, sampai bahas hal random yang entah gimana bisa nyambung semua topiknya.

Pastinya nggak lengkap tanpa segelas kopi yang jadi andalan + Fore Deli yang sukses bikin obrolan makin nikmat ??

Buat kamu yang pengen ikutan, jangan khawatir, bakal ada keseruan lainnya. Stay tuned dan see you at Fore Coffee! ??

#ForeCoffee #MovingFOREward",15,https://www.tiktok.com/@forecoffee.id/video/7533898491194592519,1514,Fore Coffee
33600,forecoffee.id,1,2,09/07/2025 17.17,49,False,Unknown,Unknown,4,"Throwback ke keseruan minggu kemarin di acara Face Painting @jumbofilm_id di Fore Coffee Kuningan City & Gandaria City!

Gemes banget liat adik-adik Fore Friends antusias dilukis karakter Jumbo di wajah dan tangan! Apalagi ditemani segelas Fore Junior, yang bikin makin semangat untuk berpetualang ??

Next-nya kita bakal seru-seruan apa lagi ya? Coba kasih ide aktivitas seru di kolom komentar dong??

#ForeCoffee #ForeBersamaJumbo",13,https://www.tiktok.com/@forecoffee.id/video/7525024175912652039,2080,Fore Coffee
421,kathmandu.barista.school,13,18,03/07/2025 14.58,288,False,Unknown,Unknown,50,"student making espresso affogato 
#espresso #dailycoffee #baristalife #keepsupporting #repost #fyp? #fypage #fyp ",14,https://www.tiktok.com/@kathmandu.barista.school/video/7522761842075225351,8351,Fore Coffee
913,buttercreamlattee1,2,0,26/06/2025 19.24,33,False,Unknown,Unknown,8,,26,https://www.tiktok.com/@buttercreamlattee1/video/7520232981936557318,539,Fore Coffee
978,fores.coffe,1,2,25/08/2022 05.46,25,False,Unknown,Unknown,0,#???? #????? #????? #??? #?????_??????_????_?????? #??????,5,https://www.tiktok.com/@fores.coffe/video/7135577701544365313,817,Fore Coffee
47,fordaicedcoffee,2,2,10/02/2025 22.57,16,False,Unknown,Thailand,3,Us trying the 7/11 trending banana milk x chocolate drink (protein drink version) #wheninthailand???? #BKKTrend #fyppppppppppppppppppppppp #wheninbangkok #travel #drink @Bill ,11,https://www.tiktok.com/@fordaicedcoffee/video/7469820080185003284,453,Fore Coffee
33600,forecoffee.id,28,5,01/02/2024 13.45,83,False,Unknown,Unknown,14,"Minuman penghalau kantuk: Double Iced Shaken Latte!
Coba tag temen kamu yang sering ngantuk ??

#ForeCoffee ",9,https://www.tiktok.com/@forecoffee.id/video/7330521072783133958,14000,Fore Coffee
1636,weldyarf,40,4,19/08/2024 20.00,227,False,Jakarta,Fore Coffee - Bendungan Hilir,15,"Spill minuman favorit kamu kalo lagi nongkrong di Fore Coffee yaa..

#fore #forecoffee #ttpetualangpro #jelajahmerdeka #coffeeshopjakarta #fyp #jakarta #viral ",37,https://www.tiktok.com/@weldyarf/video/7404834725027646726,57900,Fore Coffee
16100,metime_an,12,6,21/04/2025 20.02,63,False,Mataram,Fore Coffee - Bung Karno Lombok,6,Balik lagi ke Fore kopi yang bikin mood Happy klo lagi capek #fore #cafedimataram #cafedilombok #coffeeshoplombok #coffe ,12,https://www.tiktok.com/@metime_an/video/7495751177255144759,5174,Fore Coffee
57700,safirarahmadita,9,11,10/04/2025 19.52,62,False,Unknown,Unknown,3,#CapCut yang ikut IPO FORE siapa nih hehe #ipo #trading #saham #ihsg #investor #fyp #fypage #market #fypdong #fypdong ,12,https://www.tiktok.com/@safirarahmadita/video/7491666569152466183,4296,Fore Coffee
901,coffeeloop.tc,13,0,18/07/2025 22.29,52,False,Unknown,Hopkins,5,"Stop by and try it! ??

#coffeeshops #twincitiesmn #coffeetiktok #coffeelover #stayintheloop ",34,https://www.tiktok.com/@coffeeloop.tc/video/7528444457222540574,1286,Fore Coffee
6168,tikaa.chandra,33,10,02/04/2025 17.02,192,False,Cirebon City,Kopi Janji Jiwa & Jiwa Toast - Grage Mall Cirebon,15,Promo kopii janji jiwa #janjijiwa #promojanjijiwa #janjijiwacoffee #janjijiwapromo #janjijiwatiktok #promotiktok #promotiktokshop #fyp #foryou #foryoupage #kuliner #kulinertiktok #kulinerindonesia #kulinerviral ,11,https://www.tiktok.com/@tikaa.chandra/video/7488653951840128263,35400,Janji Jiwa
13400,oreyosoftcake,63,9,10/06/2025 15.26,362,False,Grobogan Regency,Kopi Janji Jiwa & Jiwa Toast - Hayam Wuruk Purwodadi,19,#janjijiwa #janjijiwacoffee #kulinerpurwodadi #kulinerpurwodadigrobogan #kulinerpurwodadiviral #kulinerpurwodadifyp #kulinerpurwodadi?????? #kulinerpurwodadirecommended #kulinerpurwodadihits #purwodadigrobogan ,20,https://www.tiktok.com/@oreyosoftcake/video/7514234310849842440,43300,Janji Jiwa
44,cafetiam.brunei,3,2,02/08/2025 12.16,39,False,Unknown,Unknown,2,"We just started deliveries by collaborating with ONEway.bn

 Now you can get your food orders from CafeTiam delivered to your doorstep.

#CapCut #cafetiam #hustle ",27,https://www.tiktok.com/@cafetiam.brunei/video/7533852682935635207,912,Janji Jiwa
1422,mazferdi_shop30,1,0,18/06/2025 22.01,7,False,Semarang City,Kopi Janji Jiwa & Jiwa Toast - Jatisari Square,0,Janji Jiwa Promo Sampai 50% Lho... #coffeetiktok #promo #xyzabc #foryou #infopromo #semaranghits #semarangtiktok #janjijiwacoffee #janjijiwatoast #janjijiwa #semarang #mijen  #jatisari ,29,https://www.tiktok.com/@mazferdi_shop30/video/7517304589666848006,379,Janji Jiwa
13300,a.k.a.zenalkun,19,9,20/06/2025 12.57,80,False,Cianjur,Kopi Janji Jiwa & Jiwa Toast - Cianjur Arief Rahman,14,#kopi #coffee #janjijiwa #coffe #cianjur #cianjurjawabarat #jawabarat ,26,https://www.tiktok.com/@a.k.a.zenalkun/video/7517906580545867013,14600,Janji Jiwa
1491,aabidazka,0,2,27/07/2025 19.10,5,False,Jakarta,Kopi Janji Jiwa & Jiwa Toast - Joglo,25,"Para pencinta kopi wajib tau ini di Janji jiwa outlet joglo lagi banyak promo loh, beli vouchernya lewat tiktok ??
ayo buruan serbu promo makan gajian nya diskon up to 60? ya ?? jangan sampai kelewatan ! 
#janjijiwa #kopi #coffee #coffeetiktok #coffeeshopjakarta #joglo #jakarta #jelajahbegah #promomakanliburan #promo #promomakangajian #promoseruweekend #jakartabarat #foryou #fyp ",21,https://www.tiktok.com/@aabidazka/video/7531732936404585746,210,Janji Jiwa
8965,anandaputri6098,7,9,19/01/2024 10.36,173,False,Morowali Regency,Keurea,0,"secape ini
#morowali_sulteng_bahodopi 
#cewekbaristaoutfit 
#fyp? 
#janjijiwa #janjijiwacoffee #keureabahodopimorowali ",26,https://www.tiktok.com/@anandaputri6098/video/7325648151195569414,3067,Janji Jiwa
6507,indrianairdni,19,4,29/07/2025 07.22,137,False,Samarinda,"Janji Jiwa Culture, Ruko Wahid Hasyim Samarinda",37,"Coffe hopping at @Kopi Janji Jiwa 
#janjijiwasamarinda #janjijiwa #janjijiwatoast #janjijiwacoffee #janjijiwasamarinda #samarinda #samarindakaltim ",19,https://www.tiktok.com/@indrianairdni/video/7532292695209872646,4825,Janji Jiwa
4200,zamzam0509_,29,0,25/07/2025 20.44,177,False,Pasuruan Regency,Kopi Janji Jiwa & Jiwa Toast - Pasuruan Diponegoro,25,Janji jiwa #janjijiwa #janjijiwacoffee #janjijiwatiktok #promomakangajian ,15,https://www.tiktok.com/@zamzam0509_/video/7531015102884105477,32900,Janji Jiwa
7241,moondeev,23,6,07/05/2025 07.51,511,False,Jakarta,Kopi Janji Jiwa & Jiwa Toast - Setiabudi,15,"pesona indah jiwa toast mu mampu mengalihkan duniaku~

#janjijiwacoffee #janjijiwapromo #janjijiwaid #janjijiwatoast #janjijiwa ",22,https://www.tiktok.com/@moondeev/video/7501499936211700998,27600,Janji Jiwa
1588,teyaeee,30,3,13/07/2025 08.03,163,False,Purworejo,Kopi Janji Jiwa & Jiwa Toast - Ruko Mayjen Soetoyo Purworejo,15,#purworejo #janjijiwa #janjijiwatoast #janjijiwacoffee #janjijiwapromo ,0,https://www.tiktok.com/@teyaeee/video/7526365853126905106,40700,Janji Jiwa
2350,rizcadianticha,8,5,16/07/2025 08.10,133,False,Tangerang City,Kopi Janji Jiwa & Jiwa Toast - Arcadia Daan Mogot,4,definisi ngopi hemat ngenyangin tuh janji jiwa doang emang.. buruan di co #janjijiwa #janjijiwatoast #winkofwinner #janjijiwacoffee #promojanjijiwa #promomakananliburan #promomakangajian ,25,https://www.tiktok.com/@rizcadianticha/video/7527480968349748485,1806,Janji Jiwa
8965,anandaputri6098,3,7,31/12/2023 19.27,160,False,Morowali Regency,Bahodopi,0,"????
#barista #cewek barista outfit #fyp #janjijiwacoffee ",15,https://www.tiktok.com/@anandaputri6098/video/7318734295835708677,2891,Janji Jiwa
25400,apadimakassar,14,6,06/05/2025 12.11,101,False,Surakarta City,Kopi Janji Jiwa & Jiwa Toast - Honggowongso,17,"Jangan lupa beli voucher di tiktok sebelum ke janji jiwa 
#BalapNgunyahSampaiKenyang #promotiktok #janjijiwatoast #janjijiwa #janjijiwacoffee ",21,https://www.tiktok.com/@apadimakassar/video/7501196018273242376,17300,Janji Jiwa
1637,avcd.26,2,0,29/07/2025 15.51,41,False,Wonogiri,Kopi Janji Jiwa & Jiwa Toast - Jendral Sudirman Wonogiri,2,untuk area wonogiri merapat #wonogiri #wonogiri24jam #janjijiwa #promotiktok #coffeetiktok ,34,https://www.tiktok.com/@avcd.26/video/7532423823996538168,6258,Janji Jiwa
10100,adi.nr12,2,2,24/05/2025 07.47,117,False,Depok,Kopi Janji Jiwa & Jiwa Toast - Margo City Mall,2,"Ngopi enak ala anak kantor? Bisa banget mulai 13ribuan Tinggal klik tag lokasi, beli vouchernya, dan tunjukin di outlet. Gak ribet!
#jelajahbegah #promotiktok #fyp #PromoMakanGajian #JanjiJiwa #janjijiwacoffee ",15,https://www.tiktok.com/@adi.nr12/video/7507807562163571973,5754,Janji Jiwa
13400,oreyosoftcake,37,2,07/04/2025 21.53,192,False,Grobogan Regency,Kopi Janji Jiwa & Jiwa Toast - Hayam Wuruk Purwodadi,27,#janjijiwa #janjijiwatoast #janjijiwacoffee #janjijiwapromo #janjijiwatiktok #kulinerpurwodadi #kulinerpurwodadigrobogan #kulinerpurwodadiviral #kulinerpurwodadifyp #kulinerpurwodadi?????? #kulinerpurwodadirecommended ,0,https://www.tiktok.com/@oreyosoftcake/video/7490584364972002578,27400,Janji Jiwa
2925,benbenita12,2,0,07/08/2025 06.11,13,False,South Tangerang,Kopi Janji Jiwa & Jiwa Toast - Bintaro Sektor 9,0,"SPECIAL hari kemerdekaan Bulan Agustus beli janji jiwa lebih hemat lewat TikTok caranya: 
1. Klik tag lokasi aku
2. Pilih menu kamu
3. Pilih beli lakukan pembayaran
4. Mendapatkan barcode ditukarkan ke kasir

#bintaro #vouchertiktok #promojanjijiwa #janjijiwa #murah #vouchermakanan #viral #janjijiwacoffee #janjijiwatoast #promoagustus #promomakanan #food #jelajahbosslang #bosslang17an #freedomwithbosslang #promomakanmerdeka #promoseruweekend ",19,https://www.tiktok.com/@benbenita12/video/7535614033509108997,594,Janji Jiwa
8965,anandaputri6098,2,13,31/12/2023 11.27,235,False,Morowali Regency,Bahodopi,0,"Kiuw2??
#janjijiwacoffee 
#fyp 
#cewek barista outfit 
#morowali_sulteng_bahodopi 
#barista ",14,https://www.tiktok.com/@anandaputri6098/video/7318610771456396550,3305,Janji Jiwa
1442,jajanjalan80,19,6,20/07/2025 07.58,43,False,Jakarta,Kopi Janji Jiwa & Jiwa Toast - Ruko Kalisari,49,#janjijiwa #promomakanantiktok #promotiktokjanjijiwa #janjijiwapromo #janjijiwacoffee ,42,https://www.tiktok.com/@jajanjalan80/video/7528962228545015058,7609,Janji Jiwa
383,caramelow15,3,13,18/03/2025 14.33,99,False,Unknown,Unknown,0,#fyppppppppppppppppppppppp #fyp??viral??tiktok #janjijiwacoffee ,0,https://www.tiktok.com/@caramelow15/video/7483049390681197829,882,Janji Jiwa
35700,oreocrumbble01,37,7,22/05/2024 13.08,168,False,Bekasi City,Kopi Janji Jiwa & Jiwa Toast - Rukan Perjuangan Bekasi,37,nongkrong low budget bgt kan? ?? siapa yg mau tutor biar bisa dpt harga segitu???#nongkrong #coffeshop #janjijiwatoast #janjijiwa #janjijiwacoffee ,15,https://www.tiktok.com/@oreocrumbble01/video/7371701867413359878,32200,Janji Jiwa
1925,anitafajarr,10,2,11/07/2025 11.18,29,False,Kota Karawang,Kopi Janji Jiwa & Jiwa Toast - Karawang Central Plaza,14,"ini Kebangetan sih murah nya..
#kopijanjijiwa #janjijiwa #kopi #coffee #coffeetiktok #jelajahbegah #fyp #promo #promotiktok ",12,https://www.tiktok.com/@anitafajarr/video/7525673993332985144,9276,Janji Jiwa
2985,jasonssebastian,1,0,16/05/2025 16.24,30,False,Jakarta,"Kopi Janji Jiwa, Jiwa Toast & Jiwa Tea - Citra 6",0,"Ternyata di Janji Jiwa bisa dapetin 2 kopi cuma 10 ribuan per cup ??

#janjijiwa #janjiniwacoffee #kopi #winkofwinner ",17,https://www.tiktok.com/@jasonssebastian/video/7504971953644637495,508,Janji Jiwa
4246,sriyudian,18,3,12/03/2025 04.33,540,False,Banggai Regency,Luwuk,1,"""Hidup ini seperti secangkir kopi di mana pahit dan manis bertemu dalam kehangatan.""
miss??
#fyp??viral #fyp? #captions #quotes #lewatberanda #luwukpride???? #janjijiwacoffee ",0,https://www.tiktok.com/@sriyudian/video/7480668288393973010,6935,Janji Jiwa
3285,itsmefarichatuljannah,15,5,31/03/2025 11.47,274,False,Blora,Kopi Janji Jiwa & Jiwa Toast - Cepu,11,Kopi Janji Jiwa cepu #janjijiwa #kopijanjijiwa #promotiktok #coffee #coffeetiktok #cafe ,32,https://www.tiktok.com/@itsmefarichatuljannah/video/7487830828408655112,35800,Janji Jiwa
1422,mazferdi_shop30,2,3,04/06/2025 13.25,23,False,Semarang City,Kopi Janji Jiwa & Jiwa Toast - Jatisari Square,0,Dapetin Diskon Sampai 48% Dari Janji Jiwa Toast & Coffee #infopromo #foryou #xyzabc #promo #coffeetiktok #jatisari #mijen #mijensemarang #janjijiwa #janjijiwatoast #janjijiwacoffee #semarangtiktok #semaranghits ,28,https://www.tiktok.com/@mazferdi_shop30/video/7511976418302086456,5346,Janji Jiwa
1073,putu_ambare,0,2,06/08/2025 10.51,15,False,Purworejo,Kopi Janji Jiwa & Jiwa Toast - Ruko Mayjen Soetoyo Purworejo,8,"berburu promo sambil momong di janji jiwa saja
#janjijiwa #promo #purworejo #purworejo24jam #janjijiwapurworejo #kulinerpurworejo #purworejohits ",14,https://www.tiktok.com/@putu_ambare/video/7535315173041573125,1180,Janji Jiwa
212,janji.jiwa.978.am,1,0,26/06/2025 13.34,22,False,Ambon,"Kopi Janji Jiwa, Tulukabessy",0,"Kopi janji jiwa: karna rasa gak pernah bohong

#janjijiwacoffee #janjijiwa #ambontiktok #ambon #pecintakopi #fyp? #baristatok ",7,https://www.tiktok.com/@janji.jiwa.978.am/video/7520142803402345733,1916,Janji Jiwa
2492,qnzshoopy,35,8,13/07/2025 20.38,235,False,Kuningan,Kopi Janji Jiwa & Jiwa Toast - Ruko Taman Kota Kuningan,21,"kamu dapet harga berapa?

#janjijiwa #janjijiwatoast #janjijiwacoffee #janjijiwapromo #janjijiwacoffee ",14,https://www.tiktok.com/@qnzshoopy/video/7526560314612026629,35300,Janji Jiwa
8965,anandaputri6098,0,15,27/12/2023 12.37,163,False,Morowali Regency,Bahodopi,2,"Janji jiwa?
#fyp 
#morowali_sulteng_bahodopi 
#janjijiwacoffee 
#cewek barista outfit ",13,https://www.tiktok.com/@anandaputri6098/video/7317144522549382405,3048,Janji Jiwa
19900,goldencuans,2,0,07/04/2025 14.30,147,True,Jakarta,Kopi Janji Jiwa & Jiwa Toast - Mediterania Gajah Mada,3,#kopi #ngopi #coffee #coffeetiktok #janjijiwa ,49,https://www.tiktok.com/@goldencuans/video/7490470308944645383,14300,Janji Jiwa
1958,ririfaridha_,1,0,22/05/2025 21.07,4,False,Surabaya,Kopi Janji Jiwa & Jiwa Toast - Ruko Rungkut,0,"Rekomendasi ngopi 13rban di janji jiwa!
Kalian bisa langsung klik tag lokasi vidio ini untuk harga semurah itu ??
??@Kopi Janji Jiwa 
#janjijiwa #janjijiwatoast #janjijiwacoffee #kopijanjijiwa #promomakanan #promomakangajian #ttpetualangpro #promogajian #diskontiktok #ngopisurabaya #fyppppppppppppppppppppppp ",39,https://www.tiktok.com/@ririfaridha_/video/7507271414454504709,461,Janji Jiwa
16900,vilya_ayya,26,5,28/04/2025 09.20,242,False,Pasuruan Regency,Kopi Janji Jiwa & Jiwa Toast - Taman Dayu Pasuruan,13,Gak pake mahal kalo belinya pake voucher tiktok ?? #kopi #janjijiwa #janjijiwatoast #janjijiwacoffee #janjijiwatamandayu #janjijiwamalang #kuliner #kulinertiktok #promojanjijiwa #promojanjijiwatoast ,11,https://www.tiktok.com/@vilya_ayya/video/7498183031723691265,27300,Janji Jiwa
2689,debyakd,3,1,22/07/2025 22.59,10,False,Semarang City,Kopi Janji Jiwa & Jiwa Toast - Taman Siswa Semarang,1,Yuk buruan beli #janjijiwa #unnes #unnessemarang #janjijiwacoffee #janjijiwapromo ,22,https://www.tiktok.com/@debyakd/video/7529936387886353670,2179,Janji Jiwa
1308,ijuul29,2,2,13/07/2023 23.29,20,False,Unknown,Unknown,12,#CapCut belok dlu bentar #fyp? #fyp #fyoupage #coffee #janjijiwa #janjiw #tasikpride ,14,https://www.tiktok.com/@ijuul29/video/7255341288709475590,7308,Janji Jiwa
4893,rainku2,3,1,20/03/2025 04.40,16,False,Jakarta,Kopi Janji Jiwa & Jiwa Toast - MKG 3,7,"Cuma 10ribu aja bisa ngopii di Janji Jiwa, belinya di tiktok ya. klik lokasi di video ini cuss.
.
.
.
#promo #diskon #janjijiwa #coffeetiktok #coffee #kopi ",16,https://www.tiktok.com/@rainku2/video/7483638768293956870,4276,Janji Jiwa
5150,nurlindaamrin,0,7,19/08/2023 11.57,177,False,Morowali Regency,Keurea,0,.#janjijiwacoffee #keureabahodopimorowali?? #agustusmerdeka #SerunyaIndonesia #Serunya17an #CapCut #bahodopihits?? #fyp??viral??video ,10,https://www.tiktok.com/@nurlindaamrin/video/7268893121881050374,1042,Janji Jiwa
